address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.doRecommend,reviews.id,reviews.rating,reviews.text,reviews.title,reviews.userCity,reviews.username,reviews.userProvince
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-06-07T00:00:00Z,2016-10-24T00:00:25Z,,,4,"Bardzo sympatyczna obsuga, klimat hotelu. wietna azienka, widok na zatok. Bardzo dobry stosunek cena/jakosc. Polecam!",Tip top,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-09-09T00:00:00Z,2016-10-24T00:00:25Z,,,4,Bra o lugnt lge. Stor terrass. Nra till den hrliga Lidostranden.Bara en TV-kanal. Bra frukost. Litet opraktiskt badrum.Trevlig och kunnig personal.,Lugnet p•À_•À_ Lido,,Elisabet,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-04-01T00:00:00Z,2016-10-24T00:00:25Z,,,4,The hotel staff was very friendly and helpful. The room was clean and comfortable. My wife and I had a room with a terrace over looking the water...it was a great view! I will look to stay at this hotel my next time in Venice...very pleased.,Lugnet p•À_•À_ Lido,,Mark W,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-06-05T00:00:00Z,2016-10-24T00:00:25Z,,,4,"Nice hotel , with very friendly staff and helpful - great choice for breakfast , something for everyone.",Nice hotel with very friendly and helpful staff,,Mrs Gardner,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-04-01T00:00:00Z,2016-10-24T00:00:25Z,,,4,"Wir hatten leider Pech mit unserem Zimmer,war in einem winzigen Hof, sehr hellhrig. Personal war sehr nett, Frhstck sehr gut.",Guter Ausgangspunkt f•À_•À_r Ausfl•À_•À_ge,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-08-12T00:00:00Z,2016-10-24T00:00:25Z,,,4,. .,•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_.,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-05-23T00:00:00Z,2016-10-24T00:00:25Z,,,1,"Hotellihuone oli ullakolla, jossa ei pystynyt kvelemn suorassa. Huonekorkeus oli suurimmassa osassa n. 1,5m. Huoneestamme varastettiin rannekoru ja neuletakki. Lisksi Spa ei ollut hotellissa vaan n. kilometrin pss toisessa hotellissa. Laivalaiturilta oli kilometrin matka hotelliin. Lidon saari on kyll hyv majoituspaikka kun vierailee Venetsiassa, mutta en suosittele tt hotellia.",Hotellihuone oli pettymys,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-07-02T00:00:00Z,2016-10-24T00:00:25Z,,,1,"DON'T stay here unless you're less than 2 feet tall or like sleeping with centipedes. Our 4th floor room was an attic with a vaulted ceiling that angles down to 3ft. The bed is only accessible from one side. If you placed your head in the skylight on the other side you might able sit up. The bathtub was impractical with broken shower head. We moved to the 1st floor the next day and within minutes found a centipede on the wall and15 flies. We asked for a broom to get rid of the centipede. Later in the day the receptionist said she gave us something to control the bugs. We never complained about the drain flies so she must have noticed a problem. That night we spent 2 hrs catching 6 centipedes in our room. 2 came from throw pillows. We asked reception for a new room or hotel but there supposedly weren't any hotels with open rooms and if we wanted leave we would have to pay for transportation and both hotels. The next morning we went to reception to tell them about the bug problem. We barely said anything before the woman apologized and said they didn't put the bugs in the room on purpose so we should just go about our day and forget it. She added that she often goes on vacation with her children and sometimes things happen, so she tries to make the best of everything and not start a war. Adding, a few euros isn't going to make anything go away so we should just go enjoy the day because more we talk the less time we have.","Dungeons, Drain Flies and Centipedes",,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-04-11T00:00:00Z,2016-10-24T00:00:25Z,,,5,"We had absolutely no problems whatsoever with this hotel and were very pleasantly surprised by the quality considering the low price. The dcor of the room was pleasant and flawless, unlike many of the Venice hotels I've stayed in. The breakfast buffet was delicious too. And to finish all this off, the staff couldn't have been friendlier or more helpful. In terms of location, the hotel is about 10 minutes walk from the Lido waterbus stop, then a boat takes around 15 mins to get into Venice. We didn't find this a problem at all - we knew this was going to be the case so had pre-booked transport tickets to save money. The surrounding Lido is pleasant and worth an explore in a spare couple of hours. In conclusion, I would book this again due to the fantastic quality of the hotel, despite the trade-off of not being in Venice itself.",Excellent hotel with good access to Venice,,Simon,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-04-06T00:00:00Z,2016-10-24T00:00:25Z,,,4,"Wir buchten das Hotel fr 4 Nchte in der Woche vor Ostern. Der Aufenthalt war durchweg angenehm. Das Frhstcksbuffet war reichhaltig und frisch (allerdings rate ich von dem Rhrei ab). Wenn etwas aufgebraucht war, wurde es umgehend aufgefllt. Vom Frhstcksraum aus konnte man den Blick ber die Lagune genieen. Obwohl unser Zimmer im Erdgeschoss zur Nebenstrae hin lag, war es dort sehr ruhig. Die Einrichtung ist geschmackvoll und zweckmig. An Sauberkeit mangelte es nicht. Obwohl wir nicht den Anspruch stellten, wurden die Handtcher tglich gewechselt. Das einzige Manko war die Temperatur des Duschwassers. Es wechselte stndig von ziemlich kalt zu sehr hei. Erwhnenswert ist auch das Waschbecken. Der Wasserhahn ist ziemlich klein und so ber dem hervorstehenden berlauf angebracht, dass es schon schwierig ist, die Hnde darunter zu waschen. Der Empfang an der Rezeption war sehr freundlich. Leider war unser Koffer nicht mit uns angekommen. Die nette Empfangsdame kmmerte sich darum und hielt Kontakt mit dem Flughafen. Am nchsten Tag wurden wir vom Hotel aus benachrichtigt, dass unser Koffer nun da sei. Gleich in der Nhe des Hotels ist eine Bushaltestelle. Wir fuhren allerdings nie mit dem Bus, da der Weg zum Anleger fr die Wasserbusse nicht weit war. Das Warten auf den nchsten Bus htte mitunter lnger gedauert, als zu Fu zu dem Anleger zu gehen.","Sch•À_•À_ne Lage, ruhige Gegend",,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-07-14T00:00:00Z,2016-10-24T00:00:25Z,,,5,"Lovely hotel, 10 min walk to the water bus stop on lido. Away from the madness of Venice, but close enough to be there in less than 20 minutes.",Lovely stay - second time staying at this hotel.,,Martyn,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-04-20T00:00:00Z,2016-10-24T00:00:25Z,,,5,"Das Hotel liegt auf der Insel Lido neben Venedig, direkt am Meer mit Blick auf Venedig. Lido kann man sehr gut mit den Booten erreichen. Vom Bootsanlegeplatz sind es ca. 400 m zum Hotel an der Kste entlang. Den Weg mussten wir zu Fu zurcklegen, da keine Busse wegen einer Baustelle dorthin fahren. Wir wurden sehr freundlich empfangen, berhaupt war das Personal im Hotel sehr nett und hilfsbereit. Das Zimmer war gemtlich eingerichtet, das Bad relativ gro und alles sehr sauber und ordentlich. Auch mit dem Frhstcksbffet waren wir sehr zufrieden - gute Qualitt und relativ groe Auswahl. Wir waren rundherum zufrieden und wrden das Hotel sofort wieder buchen.",Tolles Hotel f•À_•À_r einen St•À_•À_dtetrip nach Venedig,,J•À_•À_rgen + Sandra,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-09-30T00:00:00Z,2016-10-24T00:00:25Z,,,5,"Located on the Lido I would recommend this hotel if you require a little piece and quiet after the busy day's in Venice, facility's good, staff very friendly and very helpful. I requested flowers for the room as it was one of my wife's special birthday's, and yes they ordered exactly as requested, can't ask for more. Rooms are a little on the small side but in line with most European hotels of this standard so wasn't a surprise or a problem, room and bathroom was cleaned every day with fresh towels supplied each day. Buffet breakfast had various options to suit most peoples taste but It was a surprise to see sausage, bacon and scrambled eggs available, must have been put on to satisfy us Brits! We stayed during late September so the Lido is probably quieter at that time however we felt very safe walking around late at night back to the hotel but taxis are available if you feel a little vulnerable. Restaurants and coffee bars are located in the main commercial area close to the Waterbus stations and tend to be slightly cheaper than in Venice. We had a water taxi (think luxury speed boat!) from the airport to the hotel and back again, quite an experience, a little costly but well worth it, a lot quicker and less hassle than the Waterbus. Venice was very busy during the day time, St Marks Square at night is a must, fantastic atmosphere. All in all we had a great time in Venice, it can be a little expensive so don't ponder over the bills to much, just pay up with a smile!",A good Hotel on the Lido - Quiet location.,,A & D,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-08-04T00:00:00Z,2016-10-24T00:00:25Z,,,4,"Mysigt med fina rum, bra frukost och nra bde till stranden och btterminalen.",A good Hotel on the Lido - Quiet location.,,Niklas,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-04-10T00:00:00Z,2016-10-24T00:00:25Z,,,4,"Hotel ist sehr gut , wir waren zum zweiten mal in diesem Hotel. Das Personal ist sehr freundlich. Einzig was zu bemengeln ist Fernsehen kann man nur zwei Programe, aber das ist im Urlaub nicht so wichtig.",Sehr sch•À_•À_nes Hotel auf dem Lido.,,G•À_•À_nni,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-05-06T00:00:00Z,2016-10-24T00:00:25Z,,,4,Wir hatten ein Zimmer mit Balkon und Blick auf die Lagune - wunderschn!!!,Sehr sch•À_•À_nes Hotel auf dem Lido.,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-05-16T00:00:00Z,2016-10-24T00:00:25Z,,,4,Great stay...close to ferry.food not so good nearby,I would come back,,Armando,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-04-29T00:00:00Z,2016-10-24T00:00:25Z,,,5,"Stayed with parents, wife twin toddlers in two triple rooms. The hotel is easy to reach and the rooms were well placed well furnished. The best feature was extremely friendly helpful staff, particularly Ms. Annalucia Ms. Anna who were always ready to listen help out with big smiles. The breakfasts were very good, with good spread and the guests were made welcome to sit and eat at leisure (more important when you are with toddlers!) Would surely go back to Venice would happily stay again at Russo Palace.",I would come back,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-05-24T00:00:00Z,2016-10-24T00:00:25Z,,,4,Nous avons pass 4 jours dans cet htel situ 5 mn pieds des des vaporetto. Le personnel est trs sympa parle franais. Toujours l pour donner de bons conseils sur les restaurants ou les visites. Rien redire. Tout tait bien. Chambres petit djeuner et environnement.,une belle semaine •À_•À_ Venise,,serge,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-10-06T00:00:00Z,2016-10-24T00:00:25Z,,,4,This hotel is in Lido which is a better choice than staying in crowded Venice. The water bus is very convenient and it takes only few more stops to the main attractions in Venice. We received excellent service - many thanks to Anna and Donnatella who made us feel at home.,Excellent Service,,Mari_ana,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-06-05T00:00:00Z,2016-10-24T00:00:25Z,,,4,"It was a 10 min+ walk to water bus, would have liked it closer. Located on the water on Lido island, away from the rush of Venice",stayed before and after cruise,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-10-10T00:00:00Z,2016-10-24T00:00:25Z,,,3,Room was tiny-bed saggy-bAthroom door didn't work. Good breakfast and convenient location. Wouldn't return or recommend.,Good for one night,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-04-12T00:00:00Z,2016-10-24T00:00:25Z,,,4,"Htel trs bien situ dans un coin calme loin de l'agitation frntique du centre de Venise, mais seulement quelques minutes de bateau. Les chambres conomiques sous toit ne sont pas trs ergonomiques cause de la pente de toit et il fait vite chaud s'il y a du soleil lorsque l'air conditionn ne fonctionne pas encore, comme lors des congs de Pques. La vue extrieure se limite aux velux. La TV n'est pas un cran plat. On s'attend un peu plus de luxe dans un 4 toiles, mais les prix sont contenus. L'accueil est irrprochable et le petit djeuner est trs correct.","Calme, bien situ•À_•À_ et correct",,Olivier,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-08-18T00:00:00Z,2016-10-24T00:00:25Z,,,5,"VERY FRIENDLY AND HELPFUL WITH DIRECTIONS, KNOWING ALL THE RIGHT PLACES TO VISIT AND WHERE TO EAT TH BEST FOOD IN THE AREA. The Front Desk Receptionists were extremely helpful ..especially Sabrina who made us feel very welcomed to Lido....We will be back next year for sure!",Best Front Desk Receptionist EVER!!,,Richard,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-08-24T00:00:00Z,2016-10-24T00:00:25Z,,,4,No shower but jets in the bathtub and my room was slanted but made it work,;-),,christopher,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-06-30T00:00:00Z,2016-10-24T00:00:25Z,,,4,"Hotel sympathique et silencieux sur l ile du Lido a quelques minutes en vaporetto de Venise. Personnels trs avenants et parlants plusieurs langues, dont le franais. Voyage dpaysant et inoubliable... aucune voiture l horyzon",;-),,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-04-09T00:00:00Z,2016-10-24T00:00:25Z,,,5,"Havde 7 overnatninger i april 2015 p Hotel Russo Palace p Lidoen i Venedig. Personalet var alle ualmindeligt hjlpsomme, sde og imdekommende. Vi fik mange gode tips til restauranter og sevrdigheder. God og hjertelig stemning. Rolig beliggenhed. Morgenmaden var god med meget at vlge imellem.",Godt hotel p•À_•À_ Lidoen i Venedig,,Ulla Kosack,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-06-27T00:00:00Z,2016-10-24T00:00:25Z,,,4,. .,•À_•À_•À_•À_•À_•À_ •À_•À_•À_•À_•À_•À_ •À_•À_•À_•À_•À_•À_•À_•À_•À_,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-07-14T00:00:00Z,2016-10-24T00:00:25Z,,,5,"Really enjoyed the stay, about a 10min walk to the main waterbus station. Had the perfect quiet location and staff were really friendly!!",Nice Hotel on the quiet part of Lido,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-05-07T00:00:00Z,2016-10-24T00:00:25Z,,,3,Nyrenovert bad hevet opplevelsen.,Bra til rabattert pris,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-10-15T00:00:00Z,2016-10-24T00:00:25Z,,,4,Prima uitval basis voor stedentrip. Rustige buurt,Gezellig hotel,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-09-27T00:00:00Z,2016-10-24T00:00:25Z,,,2,"Walls extremely thin, you can hear everything. Excessive hoovering every morning outside bedroom. There. Is a bar, but no one to tend it.",Gezellig hotel,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-02-12T00:00:00Z,2016-10-24T00:00:25Z,,,3,"If you're looking for a hotel where the action is, go elsewhere. The hotel is on the Lido, which is about a 10-15 minute waterbus ride away from Venice. However, if you're looking for a place on the Lido, this is a well-priced option. The staff was great with handling/recommending dinner reservations, even during an insane Carnevale weekend. The doors are a little thin and since the building is old, the soundproofing needs improvement. The quarters are cramped, but the room comes with breakfast. If we wanted to stay on the Lido again, this would be a good option, but next time I think we'll opt for a place closer to the action. Recommended.","Good option, great staff, quiet neighborhood",,Matthew,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-03-30T00:00:00Z,2016-10-24T00:00:25Z,,,4,"Hotel facilities are good and breakfast ample. Econmy rooms have sloping roof so tall guests mind your head We stayed in one and it was fine, the occational bump but for the price you cant really complain.",Decent Hotel on Lido,,Jabs,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2013-10-27T00:00:00Z,2016-10-24T00:00:25Z,,,4,Friendly reception very helpful. Hotel has pleasant views and is about ten minute walk to main water bus terminal to take you any direction. We used the spa one day. Good saunas but relaxation area noisy and small. Some lovely restaurants close by and cheaper than in Venice.,Very pleasant.,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-04-22T00:00:00Z,2016-10-24T00:00:25Z,,,4,It was a bit far from city center,Nice,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-09-30T00:00:00Z,2016-10-24T00:00:25Z,,,5,"Great hotel, staff where amazing and the location and views make this a great Base to visit Venice!",Clean hotel with amazing staff,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-10-14T00:00:00Z,2016-10-24T00:00:25Z,,,4,", , , . , , 1 ! , .",•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_ •À_•À_•À_•À_•À_•À_ •À_•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_•À_!,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-06-22T00:00:00Z,2016-10-24T00:00:25Z,,,4,"Close to Venice and decent hotel, breakfast was okay with no too much selection but has everything you need.",Nice hotel,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-08-09T00:00:00Z,2016-10-24T00:00:25Z,,,4,"beautiful views of Venice in the lovely relaxed calmer area of Lido Di Venezia. Gorgeous sunsets and very easy to access Venice, rather than satying in the hustle and bustle. Close to only beaches in Venice. Staff were so helpful, especially Ivan and the lady we met on the desk each morning.",Nice hotel,,Andrew,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-09-16T00:00:00Z,2016-10-24T00:00:25Z,,,4,This is a great little hotel. We had a wonderful view from the room and patio. Good size. Breakfast was great even had North American breakfast foods. Only issue was the two twin beds pushed together. That was very uncomfortable.,Great view,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2013-07-23T00:00:00Z,2016-10-24T00:00:25Z,,,5,"Nice staff. Nice location. We booked two nights at Russo hotel on Lido strip and two nights in the very center of Venice. This is a good balance. Lido is a bit further but it feels more local and is more relaxing too, it gave us a taste of Dolce Vita. We didn't see it on the hotel description but they offered us a taxi boat ride to Murano with another couple for free. The boat ride was very pleasant, they dropped us in a glass blowing factory shop, the glass making demonstration was nice and there was very little pressure to buy. Internet was free for 20 minutes/day but a bit slow like everywhere in Venice. So in short a good pick, good value for money.",Good pleasant pick,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-10-06T00:00:00Z,2016-10-24T00:00:25Z,,,5,"Wir waren das erste mal in Venedig und wrden jederzeit wieder dieses auf Lido gelegene Hotel buchen. Freundlicher Service, direkt am Kanal mit tollem Blick und entspanntes Parken.",Sch•À_•À_nes Hotel mit tollem Ausblick,,A Traveler,
Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2013-07-18T00:00:00Z,2016-10-24T00:00:25Z,,,4,Nice and clean. Rooms are spacious with air conditioning. Good selection of breakfast. Within easy reach of San Marco. Quite location.,"Nice hotel, good location.",,Kim,
2113 Sapp Brothers Dr,"Lodging,Hotels,Motels",Percival,US,40.68973,-95.788826,Americas Best Value Inn,51648,IA,,2016-04-06T13:03:08Z,,,0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,,write a review,
2860 Grand Ave,"Hotels,Restaurants",Los Olivos,US,34.664684,-120.115036,Intermezzo,93441,CA,,2016-05-06T14:12:01Z,,,0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,,write a review,
142 Park Place Us 181 Business At Park Pl,Hotels,Kenedy,US,28.793795,-97.849655,Studio 6,78119,TX,,2016-05-07T01:34:14Z,,,0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,,write a review,
435 E Avenida Olancha,"Hotels,Hotel",Palm Springs,US,33.802822,-116.54269,Little Paradise Hotel,92264,CA,2016-02-19T00:00:00Z,2015-10-21T17:46:10Z,,,5,"We had a wonderful, relaxing time. The staff were completely attentive and accommodating. We had a corner king room with a kitchen, two patios and a deluxe bathroom. You had to drive into town but they said that Uber is available if you need it. This was our first visit to Palm Springs and hopefully not our last! It really... More",Hospitality at its Best!,Albany,Flo H,NY
435 E Avenida Olancha,"Hotels,Hotel",Palm Springs,US,33.802822,-116.54269,Little Paradise Hotel,92264,CA,2016-06-25T00:00:00Z,2015-10-21T17:46:10Z,,,5,"We were in Palm Springs on the day the temperature was 123 degrees! Despite that, we had a wonderful stay because of the Little Paradise hotel. The staff were friendly and accommodating, and all of the little complimentary touches were so nice, like a bottle of wine for us in the fridge, sun care products near the pool, and a... More",Pure delight!,North Houston,Julie R,TX
